Purchase Order No,Supplier Name,Order Date,Delivery Date,Item Name,Item Description,Quantity Ordered,Quantity Delivered,Unit Price,Total Cost,Delivery Status,Defect Rate,Category Barang,Approval Time (Hari),Procurment Lead Time (Hari)
0019/PO/CD/III/2024/CIC/MKES,Immanuel Offset Printing - Jakarta,8/3/2024,18-04-2024,AMPLOP PUTIH,"Amplop jendela, ada cetakan logo & alamat PT. MKES",50,50,"77,500.00","3,875,000.00",Finish,0%,ALAT TULIS KANTOR,1,41
0019/PO/CD/IV/2024/CIC/AIMP,Ace Hardware - Cibubur,3/4/2024,4/4/2024,ALAT PENGHARUM RUANGAN,"Room freshener, otomatis, dilengkapi LED, Kkapasitas: 260 ml, tenaga baterai,",3,3,"249,900.00","749,700.00",Finish,0%,KEBERSIHAN,43,1
0020/PO/CD/II/2024/CIC/CI,PT. MITRA PERSADA SARANA TEKNOLOGI - JAKARTA,6/2/2024,26-02-2024,SOFTWARE AUTODESK,Renewal License Autocad LT Comercial No Contract : 110003462284,1,1,"7,425,000.00","7,425,000.00",Finish,0%,KOMPUTER,5,20
0020/PO/CD/II/2024/CIC/CI,PT. MITRA PERSADA SARANA TEKNOLOGI - JAKARTA,6/2/2024,26-02-2024,SOFTWARE AUTODESK,Renewal Autocad LT Comercial No Contract : 110003439931,3,3,"7,425,000.00","22,275,000.00",Finish,0%,KOMPUTER,5,20
0020/PO/CD/III/2024/CIC/MKES,TOKO JASA TANI JONGGOL - BOGOR,15-03-2024,24-04-2024,PUPUK,Pupuk NPK mutiara grower 15-09-20+TE,10,10,"24,000.00","240,000.00",Finish,0%,PERTAMANAN,1,40
0021/PO/CD/II/2024/CIC/CI,CENTRAL PLOTTER INDONESIA - JAKARTA,6/2/2024,24-04-2024,PRINTER PLOTTER,Spare part Plotter HP Designjet T730 - Cutter with Clucth,1,1,"2,500,000.00","2,500,000.00",Finish,0%,KOMPUTER,5,78
0021/PO/CD/II/2024/CIC/CI,CENTRAL PLOTTER INDONESIA - JAKARTA,6/2/2024,24-04-2024,PRINTER PLOTTER,Spare part Plotter HP Designjet T730 - Candela Service Station Assy,1,1,"4,000,000.00","4,000,000.00",Finish,0%,KOMPUTER,5,78
0021/PO/CD/II/2024/CIC/CIE,Toko Pasific Elektronik -  Jonggol,6/2/2024,1/3/2024,KABEL NYY,"Kabel NYY 2 X 0,75 ( 50M )",1,1,"325,000.00","325,000.00",Finish,0%,LISTRIK,4,24
0021/PO/CD/III/2024/CIC/MKES,Toko Buku Gunung Intan - Jonggol,22-03-2024,26-03-2024,KERTAS A 0,Kertas Roll A0,3,3,"250,000.00","750,000.00",Finish,0%,ALAT TULIS KANTOR,2,4
0021/PO/CD/V/2024/CIC/AIMP,Toko Pasific Elektronik -  Jonggol,2/5/2024,,AC SPLIT WALL,"AC 1/2PK, Tipe KCR5ANQ",1,,"2,300,000.00",0,Dalam Proses,0%,PENGOLAH UDARA - PENDINGIN,2,
0022/PO/CD/II/2024/CIC/CI,Toko Pasific Elektronik -  Jonggol,9/2/2024,19-02-2024,PELINDUNG KABEL,Spiral Wrapping Band KS-12  10m/roll,5,5,"20,000.00","100,000.00",Finish,0%,MATERIAL KONSTRUKSI,3,10
0022/PO/CD/II/2024/CIC/CIE,SIGMATECH - JAKARTA BARAT,9/2/2024,26-02-2024,LAMPU,"100 watt, IP 65, 6500K, Solar Panel",4,4,"390,750.00","1,563,000.00",Finish,0%,LISTRIK,2,17
0022/PO/CD/III/2024/CIC/MKES,Toko Pasific Elektronik -  Jonggol,22-03-2024,26-03-2024,HANDPHONE (HP),Hp Infinix Hot 30  Ram 8GB Internal 256GB,3,3,"1,800,000.00","5,400,000.00",Finish,0%,KOMUNIKASI,2,4
0022/PO/CD/V/2024/CIC/AIMP,Toko Pasific Elektronik -  Jonggol,2/5/2024,,AC SPLIT WALL,"AC 1/2PK, Tipe KCR5ANQ",1,,"2,300,000.00",0,Dalam Proses,0%,PENGOLAH UDARA - PENDINGIN,2,
0023/PO/CD/II/2024/CIC/CI,PT. PLATBOARD LUTDESINDO,15-02-2024,6/3/2024,BILLBOARD,"Bahan flexi , ukuran 10x7 meter, materi : rumah siap huni. posisi bundaran MO",1,1,"2,075,000.00","2,075,000.00",Finish,0%,MEDIA INFORMASI,5,20
0023/PO/CD/II/2024/CIC/CI,PT. PLATBOARD LUTDESINDO,15-02-2024,6/3/2024,BILLBOARD,"Bahan flexi , ukuran 17,5x2,5 meter, materi : rumah siap huni. posisi underpass",1,1,"1,484,375.00","1,484,375.00",Finish,0%,MEDIA INFORMASI,5,20
0023/PO/CD/II/2024/CIC/CI,PT. PLATBOARD LUTDESINDO,15-02-2024,6/3/2024,BILLBOARD,"Bahan flexi , ukuran 9x7 meter, materi : imlek. posisi SPBU",1,1,"1,917,500.00","1,917,500.00",Finish,0%,MEDIA INFORMASI,5,20
0023/PO/CD/II/2024/CIC/CIE,PT. Kencana Sukses Mandiri - Jakarta,9/2/2024,12/3/2024,DRIVER LAMPU LED,"DRIVER LED 30 WATT, 900 MA",50,50,"75,000.00","3,750,000.00",Finish,0%,LISTRIK,2,32
0023/PO/CD/III/2024/CIC/MKES,Toko Pasific Elektronik -  Jonggol,26-03-2024,23-04-2024,AC SPLIT WALL,"AC 1/2PK, Tipe KR5AHQ",1,1,"2,300,000.00","2,300,000.00",Finish,0%,PENGOLAH UDARA - PENDINGIN,0,28
0023/PO/CD/V/2024/CIC/AIMP,PT. PLATBOARD LUTDESINDO,7/5/2024,,BANNER,"Bahan flexi, ukuran 1,86x2,15 meter, banner penutup rumah kosong permai",1,,"89,978.00",0,Dalam Proses,0%,MEDIA INFORMASI,0,
0023/PO/CD/V/2024/CIC/AIMP,PT. PLATBOARD LUTDESINDO,7/5/2024,,BANNER,"Bahan flexi, ukuran 6,5x2,15 meter, banner penutup rumah kosong permai",1,,"314,438.00",0,Dalam Proses,0%,MEDIA INFORMASI,0,
0023/PO/CD/V/2024/CIC/AIMP,PT. PLATBOARD LUTDESINDO,7/5/2024,,BANNER,"Bahan flexi, ukuran 0,94x1,91 meter, banner penutup rumah kosong permai",1,,"40,397.00",0,Dalam Proses,0%,MEDIA INFORMASI,0,
0024/PO/CD/II/2024/CIC/CI,GROSIR STIKER89 - TOKOPEDIA (JAKARTA UTARA),19-02-2024,,STIKER INFORMASI,"Bahan vynil, materi :  jangan membuang tisu ke toilet, ukuran 23x 7.5 cm",15,,"8,700.00",0,Dalam Proses,0%,RUPA - RUPA,3,
0024/PO/CD/II/2024/CIC/CIE,BAKTI PERCETAKAN - JAKARTA,9/2/2024,1/3/2024,KOTAK / BOX SOUVENIR,"Mug 5 warna (merah,biru, ungu,hijau, orange), bahan stainless & plastik",500,500,"40,000.00","20,000,000.00",Finish,0%,RUPA - RUPA,4,21
0024/PO/CD/III/2024/CIC/MKES,Toko Pasific Elektronik -  Jonggol,29-03-2024,23-04-2024,AC SPLIT WALL,"AC 1/2PK, Tipe KR5AHQ",1,1,"2,300,000.00","2,300,000.00",Finish,0%,PENGOLAH UDARA - PENDINGIN,3,25
0024/PO/CD/V/2024/CIC/AIMP,PT. PLATBOARD LUTDESINDO,14-05-2024,31-05-2024,BILLBOARD,"Bahan flexi, ukuran 9x7 m, materi Rumah 2 lt smart home",1,1,"1,917,500.00","1,917,500.00",Finish,0%,MEDIA INFORMASI,1,17
0025/PO/CD/II/2024/CIC/CI,Toko Buku Gunung Intan - Jonggol,24-02-2024,6/3/2024,SIGN HERE STICKER,Sign here,30,30,"15,000.00","450,000.00",Finish,0%,ALAT TULIS KANTOR,1,11
0025/PO/CD/II/2024/CIC/CI,Toko Buku Gunung Intan - Jonggol,24-02-2024,6/3/2024,STAPLES KERTAS,HD 10,4,4,"15,000.00","60,000.00",Finish,0%,ALAT TULIS KANTOR,1,11
0025/PO/CD/II/2024/CIC/CIE,Emha Busana - Jakarta,19-02-2024,9/5/2024,SERAGAM KARYAWAN,"Seragam waterpark, lengan pendek, kombinasi, bahan american drill, ukuran big size, masing2 orang 2 set",6,6,"350,000.00","2,100,000.00",Finish,0%,FASHION,4,80
0025/PO/CD/IV/2024/CIC/MKES,PT. PLATBOARD LUTDESINDO,2/4/2024,29-04-2024,BANNER,"Bahan flexi, materi Avenue, ukuran 269 x 90 cm",2,2,"54,473.00","108,946.00",Finish,0%,MEDIA INFORMASI,1,27
0025/PO/CD/IV/2024/CIC/MKES,PT. PLATBOARD LUTDESINDO,2/4/2024,29-04-2024,BANNER,"Bahan flexi, materi Viola, ukuran 269 x 90 cm",3,3,"54,473.00","163,419.00",Finish,0%,MEDIA INFORMASI,1,27
0025/PO/CD/V/2024/CIC/AIMP,PT. PLATBOARD LUTDESINDO,14-05-2024,31-05-2024,BANNER,"Bahan flexi, ukuran 4x5 m, materi RC Permai 5 blvd",1,1,"450,000.00","450,000.00",Finish,0%,MEDIA INFORMASI,1,17
0025/PO/CD/V/2024/CIC/AIMP,PT. PLATBOARD LUTDESINDO,14-05-2024,31-05-2024,BANNER,"Bahan flexi, ukuran 4x5 m, materi RC Permai 6",1,1,"450,000.00","450,000.00",Finish,0%,MEDIA INFORMASI,1,17
0026/PO/CD/II/2024/CIC/CI,Toko Pasific Elektronik -  Jonggol,24-02-2024,12/3/2024,PITA / TINTA/ TONER PRINTER,Toner TN - 2356,20,20,"185,000.00","3,700,000.00",Finish,0%,KOMPUTER,4,17
0026/PO/CD/II/2024/CIC/CIE,Toko Pasific Elektronik -  Jonggol,24-02-2024,12/3/2024,PITA / TINTA/ TONER PRINTER,"Compatible, 107A, Warna: Hitam",20,20,"240,000.00","4,800,000.00",Finish,0%,KOMPUTER,3,17
0026/PO/CD/IV/2024/CIC/MKES,PT. PLATBOARD LUTDESINDO,2/4/2024,29-04-2024,BILLBOARD,"Bahan flexi, lokasi taman cileungsi, materi rumah siap huni,  uk 5 x 10 meter",1,1,"1,625,000.00","1,625,000.00",Finish,0%,MEDIA INFORMASI,1,27
0026/PO/CD/V/2024/CIC/AIMP,Toko Pasific Elektronik -  Jonggol,28-05-2024,31-05-2024,AC SPLIT WALL,AC 1/2 PK 1 UNIT,1,1,"2,350,000.00","2,350,000.00",Finish,0%,PENGOLAH UDARA - PENDINGIN,1,3
0027/PO/CD/II/2024/CIC/CI,Big Thumb - Jakarta,24-02-2024,,BROSUR,"Lipat 3, Bahan: AC 210gsm, Laminating doft, Die cut",2000,,"5,000.00",0,Dalam Proses,0%,MEDIA INFORMASI,3,
0027/PO/CD/II/2024/CIC/CIE,CREATIVE SOLUTION - JAKARTA,24-02-2024,27-03-2024,KERTAS THERMAL,Uk. 80x80,100,100,"13,300.00","1,330,000.00",Finish,0%,ALAT TULIS KANTOR,3,32
0027/PO/CD/IV/2024/CIC/MKES,Toko Pasific Elektronik -  Jonggol,3/4/2024,,AC SPLIT WALL,"AC 1/2PK, Tipe KR5AHQ",1,,"2,300,000.00",0,Dalam Proses,0%,PENGOLAH UDARA - PENDINGIN,1,
0027/PO/CD/IV/2024/CIC/MKES,Toko Pasific Elektronik -  Jonggol,3/4/2024,,AC SPLIT WALL,"AC 1/2PK, Tipe KR5AHQ",1,,"2,300,000.00",0,Dalam Proses,0%,PENGOLAH UDARA - PENDINGIN,1,
0027/PO/CD/V/2024/CIC/AIMP,PT. PLATBOARD LUTDESINDO,28-05-2024,,BANNER,"Roll Banner Permai, ukuran 80x200 cm, bahan flexi",1,,"450,000.00",0,Dalam Proses,0%,MEDIA INFORMASI,1,
0028/PO/CD/II/2024/CIC/CI,Alvin Azizi - Tangerang,24-02-2024,6/3/2024,SPANDUK,"Bahan polyster, sablon, Uk. 1,15x8 meter, materi : harga mulai 200jutaan",100,100,"68,000.00","6,800,000.00",Finish,0%,MEDIA INFORMASI,2,11
0028/PO/CD/II/2024/CIC/CIE,Emha Busana - Jakarta,26-02-2024,,SERAGAM KARYAWAN,"Seragam waterpark, lengan pendek, kombinasi, bahan american drill, ukuran standar, masing2 orang 2 stel",2,,"300,000.00",0,Dalam Proses,0%,FASHION,24,
0028/PO/CD/IV/2024/CIC/MKES,PT. PLATBOARD LUTDESINDO,3/4/2024,29-04-2024,BANNER,"Bahan flexi, materi RUMAH SIAP HUNI HEMAT HINGGA 120 JT, Uk 2x3 meter,  lokasi JABABEKA - CIBARUSAH - CILEUNGSI",24,24,"385,000.00","9,240,000.00",Finish,0%,MEDIA INFORMASI,1,26
0028/PO/CD/V/2024/CIC/AIMP,Alvin Azizi - Tangerang,28-05-2024,,SPANDUK,"Bahan polyester, ukuran 8x1,15 meter, materi 3 KT 700juta - Permai",100,,"68,000.00",0,Dalam Proses,0%,MEDIA INFORMASI,1,
0029/PO/CD/II/2024/CIC/CI,CV. Sanjaya - Bekasi,24-02-2024,12/3/2024,BROSUR,"Pricelist Meranti, Cetak hitam putih, 1 muka, materi : kertas A4, per : 30 Okt 2023",2500,2500,200,"500,000.00",Finish,0%,MEDIA INFORMASI,2,17
0029/PO/CD/II/2024/CIC/CIE,PT. Kencana Sukses Mandiri - Jakarta,29-02-2024,12/3/2024,POWER SUPPLY,"DC.12 V 50A, 600 watt, GR9",4,4,"830,000.00","3,320,000.00",Finish,0%,LISTRIK,2,12
0029/PO/CD/IV/2024/CIC/MKES,Ace Hardware - Cibubur,4/4/2024,5/4/2024,ALAT PENGHARUM RUANGAN,"Room freshener, otomatis, dilengkapi LED, Kkapasitas: 260 ml, tenaga baterai,",3,3,"249,900.00","749,700.00",Finish,0%,KEBERSIHAN,43,1
0029/PO/CD/V/2024/CIC/AIMP,Toko Pasific Elektronik -  Jonggol,30-05-2024,,AC SPLIT WALL,"AC 1/2 PK, tipe AQA-CR5FQDL",1,,"2,350,000.00",0,Dalam Proses,0%,PENGOLAH UDARA - PENDINGIN,1,
0030/PO/CD/II/2024/CIC/CI,Toko Pasific Elektronik -  Jonggol,24-02-2024,4/3/2024,PELINDUNG KABEL,Spiral Wrapping Band KS-12 10m/roll,30,30,"20,000.00","600,000.00",Finish,0%,MATERIAL KONSTRUKSI,2,9
0030/PO/CD/II/2024/CIC/CIE,Toko Buku Gunung Intan - Jonggol,29-02-2024,6/3/2024,KERTAS A4,"Kertas A4, 75gr",30,30,"45,000.00","1,350,000.00",Finish,0%,ALAT TULIS KANTOR,2,6
0030/PO/CD/IV/2024/CIC/MKES,PT. PLATBOARD LUTDESINDO,23-04-2024,6/5/2024,BANNER,"Roll Banner, bahan : flexi, materi Viola, Uk 200x80 cm",2,2,"450,000.00","900,000.00",Finish,0%,MEDIA INFORMASI,4,13
0030/PO/CD/VI/2024/CIC/AIMP,PT. PLATBOARD LUTDESINDO,3/6/2024,,BANNER,"Roll Banner Permai, ukuran 80x200 cm, bahan flexi",1,,"450,000.00",0,Dalam Proses,0%,MEDIA INFORMASI,4,
0031/PO/CD/II/2024/CIC/CI,Toko Buku Gunung Intan - Jonggol,26-02-2024,6/3/2024,BATERAI,"Baterai A2, isi 2 pcs",24,24,"20,000.00","480,000.00",Finish,0%,PERALATAN KANTOR LAIN,3,9
0031/PO/CD/III/2024/CIC/CIE,BAKTI PERCETAKAN - JAKARTA,8/3/2024,20-03-2024,STIKER INFORMASI,"Bahan vynil, utk perioede April s.d Juni 2024, warna soft blue",7000,7000,"2,000.00","14,000,000.00",Finish,0%,RUPA - RUPA,1,12
0031/PO/CD/VI/2024/CIC/AIMP,PT. PLATBOARD LUTDESINDO,3/6/2024,,SPANDUK,"Bahan flexi, ukuran 1x2 meter, materi Ciputra Hub",1,,"45,000.00",0,Dalam Proses,0%,MEDIA INFORMASI,4,
0032/PO/CD/II/2024/CIC/CI,BAKTI PERCETAKAN - JAKARTA,26-02-2024,25-03-2024,BENDERA PROYEK,"Bahan saten peles ,warna merah, logo ciputra, ukuran 300X180 cm",30,30,"255,000.00","7,650,000.00",Finish,0%,KARYA SENI - PENGHARGAAN -SIMBOL,3,28
0032/PO/CD/II/2024/CIC/CI,BAKTI PERCETAKAN - JAKARTA,26-02-2024,25-03-2024,BENDERA PROYEK,"Bahan saten peles ,warna biru, logo ciputra, ukuran 300X180 cm",30,30,"255,000.00","7,650,000.00",Finish,0%,KARYA SENI - PENGHARGAAN -SIMBOL,3,28
0032/PO/CD/III/2024/CIC/CIE,Toko Buku Gunung Intan - Jonggol,8/3/2024,18-03-2024,PAPAN TULIS,Uk. 120 x 240 cm,1,1,"600,000.00","600,000.00",Finish,0%,ALAT TULIS KANTOR,1,10
0033/PO/CD/II/2024/CIC/CI,BAKTI PERCETAKAN - JAKARTA,26-02-2024,25-03-2024,UMBUL UMBUL,"Ukuran 9 meter, warna merah, Bahan saten (jahit+obras), Materi: ""Logo CIC"", Ujung bola plastik",30,30,"285,000.00","8,550,000.00",Finish,0%,KARYA SENI - PENGHARGAAN -SIMBOL,3,28
0033/PO/CD/II/2024/CIC/CI,BAKTI PERCETAKAN - JAKARTA,26-02-2024,25-03-2024,UMBUL UMBUL,"Ukuran 9 meter, warna biru, Bahan saten (jahit+obras), Materi: ""Logo CIC"", Ujung bola plastik",30,30,"285,000.00","8,550,000.00",Finish,0%,KARYA SENI - PENGHARGAAN -SIMBOL,3,28
0033/PO/CD/III/2024/CIC/CIE,SIGMA TECH - BEKASI,8/3/2024,20-03-2024,CHIP LED,"CHIP LED 30 WATT, WRN PUTIH",50,50,"55,500.00","2,775,000.00",Finish,0%,LISTRIK,1,12
0033/PO/CD/III/2024/CIC/CIE,SIGMA TECH - BEKASI,8/3/2024,20-03-2024,DRIVER LAMPU LED,DRIVER LED 30 WATT,50,50,"61,050.00","3,052,500.00",Finish,0%,LISTRIK,1,12
0033/PO/CD/IV/2024/CIC/MKES,PT. MITRA PERSADA SARANA TEKNOLOGI - JAKARTA,29-04-2024,,SOFTWARE ADOBE,License Software Renewal Adobe Photoshop Creative Cloud LT - New 365 Day User : Jelisia Ariyanto,1,,"8,873,873.00",0,Dalam Proses,0%,KOMPUTER,3,
0034/PO/CD/II/2024/CIC/CI,Ace Hardware - Cibubur,29-02-2024,18-04-2024,RAMBU LALU LINTAS,"Sign acrylic yes open + sorry close, 2 sisi, Material akrilik, dimensi 17x17x0,5 cm",2,2,"89,900.00","179,800.00",Finish,0%,MEDIA INFORMASI,1,49
0034/PO/CD/III/2024/CIC/CIE,Toko Pasific Elektronik -  Jonggol,8/3/2024,18-03-2024,TABLET,XIAOMI REDMY TAB SE RAM 4 GB ROM 128 GB,1,1,"1,900,000.00","1,900,000.00",Finish,0%,KOMUNIKASI,0,10
0034/PO/CD/V/2024/CIC/MKES,Toko Pasific Elektronik -  Jonggol,2/5/2024,,AC SPLIT WALL,"AC 1/2PK, Tipe KCR5ANQ",1,,"2,300,000.00",0,Dalam Proses,0%,PENGOLAH UDARA - PENDINGIN,2,
0035/PO/CD/III/2024/CIC/CI,CV. SUKSES HUTAMA ELITE,8/3/2024,20-03-2024,PITA / TINTA/ TONER PRINTER,Toner 30A,5,5,"95,000.00","475,000.00",Finish,0%,KOMPUTER,3,12
0035/PO/CD/III/2024/CIC/CIE,CV ELMAS APARINDO - CILEUNGSI,15-03-2024,14-05-2024,REFILL APAR,"Powder, 3 Kg",3,3,"120,000.00","360,000.00",Finish,0%,PERALATAN KEAMANAN,2,60
0035/PO/CD/V/2024/CIC/MKES,CV. Sanjaya - Bekasi,2/5/2024,,KERTAS KOP,"HVS A4, 80gr, logo di kiri atas, alamat di kiri bawah",50,,"80,000.00",0,Dalam Proses,0%,ALAT TULIS KANTOR,2,
0036/PO/CD/III/2024/CIC/CI,PT. MITRA PERSADA SARANA TEKNOLOGI - JAKARTA,8/3/2024,18-04-2024,SOFTWARE ADOBE,Renewal License Software Adobe Photoshop CC VIP No. 5D1C28E8EC271BF5096A,1,1,"8,873,873.00","8,873,873.00",Finish,0%,KOMPUTER,3,41
0036/PO/CD/III/2024/CIC/CIE,"ELMAS APARINDO, CV - CIBINONG",15-03-2024,14-05-2024,REFILL APAR,"Powder, 3 Kg",4,4,"120,000.00","480,000.00",Finish,0%,PERALATAN KEAMANAN,2,60
0036/PO/CD/V/2024/CIC/MKES,Toko Pasific Elektronik -  Jonggol,2/5/2024,,AC SPLIT WALL,"AC 1/2PK, Tipe KCR5ANQ",1,,"2,300,000.00",0,Dalam Proses,0%,PENGOLAH UDARA - PENDINGIN,2,
0037/PO/CD/III/2024/CIC/CI,Toko Pasific Elektronik -  Jonggol,8/3/2024,18-03-2024,POWER SUPPLY,"550 Watt, Flexible 20+4pin compliant with INTEL ATX 12V 2.2, Main power & (4+4)pin + EPS 12V connectors",1,1,"550,000.00","550,000.00",Finish,0%,KOMPUTER,1,10
0037/PO/CD/III/2024/CIC/CIE,TOKO JASA TANI JONGGOL - BOGOR,15-03-2024,18-04-2024,PUPUK,Pupuk NPK mutiara grower 15-09-20+TE,5,5,"24,000.00","120,000.00",Finish,0%,PERTAMANAN,1,34
0037/PO/CD/V/2024/CIC/MKES,Toko Pasific Elektronik -  Jonggol,7/5/2024,,LAMPU,"15 watt, warna putih",8,,"35,000.00",0,Dalam Proses,0%,LISTRIK,0,
0038/PO/CD/III/2024/CIC/CI,CV. SUKSES HUTAMA ELITE,8/3/2024,,DRUM KIT / ROLLER,Toner Brother TN2356 (Drumkit),6,,"320,000.00",0,Dalam Proses,0%,KOMPUTER,1,
0038/PO/CD/III/2024/CIC/CIE,Ace Hardware - Cibubur,15-03-2024,18-03-2024,WALL MOUNTED / TEMPAT TISUE DINDING,"Tissue dispenser fold white, dimensi 26x10x21cm, warna putih, material plastik",1,1,"169,915.00","169,915.00",Finish,0%,SANITAIR DAN KAMAR MANDI,46,3
0038/PO/CD/III/2024/CIC/CIE,Ace Hardware - Cibubur,15-03-2024,18-03-2024,WALL MOUNTED / TEMPAT TISUE DINDING,"Paper dispenser white jumbo CD8002A, dimensi 28x13x27cm, warna putih, material plastik",2,2,"212,415.00","424,830.00",Finish,0%,SANITAIR DAN KAMAR MANDI,46,3
0038/PO/CD/V/2024/CIC/MKES,ACE HARDWARE CIBUBUR - Cibubur,14-05-2024,,METERAN,"Panjang 7,5 meter, dimensi 2,5x7,5 meter, self locking, desain ergonomis",2,,"63,000.00",0,Dalam Proses,0%,PERALATAN KERJA LAPANGAN,4,
0039/PO/CD/III/2024/CIC/CI,TOHI - BOGOR,8/3/2024,18-03-2024,BAMBU,Panjang +/- 6 meter,50,50,"12,000.00","600,000.00",Finish,0%,MATERIAL KONSTRUKSI,1,10
0039/PO/CD/III/2024/CIC/CIE,APOTERK OKE PLUS,15-03-2024,,OBAT - OBATAN LAINNYA,PANADOL HIJAU - 1 BLISTER - 10 KAPLET,1,,"19,000.00",0,Dalam Proses,0%,KESEHATAN,1,
0039/PO/CD/III/2024/CIC/CIE,APOTERK OKE PLUS,15-03-2024,,OBAT - OBATAN LAINNYA,KAPAS SATUAN (BULAT2 KECIL),2,,"7,000.00",0,Dalam Proses,0%,KESEHATAN,1,
0039/PO/CD/III/2024/CIC/CIE,APOTERK OKE PLUS,15-03-2024,,OBAT - OBATAN LAINNYA,isi 100 lembar,3,,"55,000.00",0,Dalam Proses,0%,KESEHATAN,1,
0039/PO/CD/III/2024/CIC/CIE,APOTERK OKE PLUS,15-03-2024,,OBAT - OBATAN LAINNYA,"Obat tetes mata, Erlamcetin",3,,"17,000.00",0,Dalam Proses,0%,KESEHATAN,1,
0039/PO/CD/III/2024/CIC/CIE,APOTERK OKE PLUS,15-03-2024,,OBAT - OBATAN LAINNYA,KASA HIDROPHILE - BINDA,10,,"7,000.00",0,Dalam Proses,0%,KESEHATAN,1,
0039/PO/CD/III/2024/CIC/CIE,APOTERK OKE PLUS,15-03-2024,,OBAT - OBATAN LAINNYA,1/2 inchi,15,,"15,000.00",0,Dalam Proses,0%,KESEHATAN,1,
0039/PO/CD/III/2024/CIC/CIE,APOTERK OKE PLUS,15-03-2024,,OBAT GOSOK / OLES,"Minyak telon, 30 ml",3,,"15,000.00",0,Dalam Proses,0%,KESEHATAN,1,
0039/PO/CD/III/2024/CIC/CIE,APOTERK OKE PLUS,15-03-2024,,OBAT MERAH,30 ML,5,,"35,000.00",0,Dalam Proses,0%,KESEHATAN,1,
0039/PO/CD/III/2024/CIC/CIE,APOTERK OKE PLUS,15-03-2024,,OBAT SAKIT KEPALA,PANADOL BIRU - 1 BLISTER - 10 KAPLET,1,,"14,000.00",0,Dalam Proses,0%,KESEHATAN,1,
0039/PO/CD/III/2024/CIC/CIE,APOTERK OKE PLUS,15-03-2024,,OBAT SAKIT KEPALA,PANADOL MERAH - 1 BLISTER - 10 KAPLET,1,,"17,000.00",0,Dalam Proses,0%,KESEHATAN,1,
0039/PO/CD/V/2024/CIC/MKES,CV. Sanjaya - Bekasi,20-05-2024,31-05-2024,KERTAS KOP,"HVS A4, 80gr, logo dikiri atas, alamat di kiri bawah",50,50,"80,000.00","4,000,000.00",Finish,0%,ALAT TULIS KANTOR,3,11
0040/PO/CD/III/2024/CIC/CI,PT. MITRA PERSADA SARANA TEKNOLOGI - JAKARTA,8/3/2024,18-04-2024,SOFTWARE ADOBE,SOFTWARE ADOBE CREATIVE/FAMILY,1,1,"19,280,000.00","19,280,000.00",Finish,0%,KOMPUTER,1,41
0040/PO/CD/III/2024/CIC/CIE,SAHABAT USAHA TEKNIK - BOGOR,19-03-2024,,LAMPU,"Lampu LED, 10 Watt, warna putih",15,,"45,000.00",0,Dalam Proses,0%,LISTRIK,1,
0040/PO/CD/V/2024/CIC/MKES,SINOR STORE - TOKOPEDIA (BEKASI),24-05-2024,,SEPATU LAPANGAN,"Warna mocca, Ukuran 45",1,,"446,999.00",0,Dalam Proses,0%,FASHION,2,
0041/PO/CD/III/2024/CIC/CI,"MITRA INTEGRASI INFORMATIKA,PT - JL. LETJEN S. PARMAN KAV 28",8/3/2024,,PAKET EMAIL OFFICE 365,License Email O365 an. puterizahra.bella@ciputra.com,1,,"382,898.00",0,Dalam Proses,0%,KOMPUTER,1,
0041/PO/CD/III/2024/CIC/CIE,DUNIA PERAHU - JAKARTA,19-03-2024,3/4/2024,HARDENER,Haerdener cairan pengeras,2,2,"100,000.00","200,000.00",Finish,0%,CHEMICAL,1,15
0041/PO/CD/III/2024/CIC/CIE,DUNIA PERAHU - JAKARTA,19-03-2024,3/4/2024,VALVE,Tutup pentil ban racer slide,9,9,"80,000.00","720,000.00",Finish,0%,MECHANICAL,1,15
0041/PO/CD/V/2024/CIC/MKES,Toko Pasific Elektronik -  Jonggol,28-05-2024,,AC SPLIT WALL,"AC 1/2 PK, tipe AQA-CR5FQDL",1,,"2,350,000.00",0,Dalam Proses,0%,PENGOLAH UDARA - PENDINGIN,1,
0042/PO/CD/III/2024/CIC/CI,Toko Pasific Elektronik -  Jonggol,8/3/2024,18-03-2024,KEYBOARD,"Keyboard tipe K-270 + Mouse M-170, warna hitam",1,1,"405,000.00","405,000.00",Finish,0%,KOMPUTER,0,10
0042/PO/CD/III/2024/CIC/CIE,DUNIA PERAHU - JAKARTA,19-03-2024,3/4/2024,LEM,LEM BAN PVC GLUE,2,2,"500,000.00","1,000,000.00",Finish,0%,MATERIAL KONSTRUKSI,2,15
0042/PO/CD/V/2024/CIC/MKES,Toko Pasific Elektronik -  Jonggol,30-05-2024,,AC SPLIT WALL,"AC 1/2 PK, tipe AQA-CR5FQDL",1,,"2,350,000.00",0,Dalam Proses,0%,PENGOLAH UDARA - PENDINGIN,1,
0043/PO/CD/III/2024/CIC/CI,CV. Sanjaya - Bekasi,15-03-2024,20-03-2024,AMPLOP COKLAT,"Ukuran F4, cetak logo & alamat, 1 warna",500,500,"1,560.00","780,000.00",Finish,0%,ALAT TULIS KANTOR,2,5
